"subj" "trial" "cond" "Initiation Time" "Mean Gaze" "Nr. Fixation" "Mean Saccade" "Entropy" "Latency Body" "First Fixation Body" "Total Fixation Body" "Mean Gaze Body" "Proportion Fixation Body" "Latency Object" "First Fixation Object" "Total Fixation Object" "Mean Gaze Object" "Proportion Fixation Object" "Latency Face" "First Fixation Face" "Total Fixation Face" "Mean Gaze Face" "Proportion Fixation Face" "Task" "Saliency" "Turbulence" "Complexity" "Clutter" "Feature Congestion" "Fixation Area"
18 12 1 398 257.809523809524 21 167.401383432681 11.5753287286345 916 166 1936 242 0.358 8 390 2418 268.667 0.447 644 222 1060 265 0.196 "Prod" 327.280772571429 11.6691276959449 0.574044514031958 "Min" 1.985391 2.87449564798165
22 12 1 162 210.4 40 171.107175692047 11.5622166435091 456 146 1460 182.5 0.173 8 154 4886 232.667 0.581 640 258 2070 188.182 0.246 "Prod" 221.64344565 17.501100588373 0.438707871816499 "Min" 1.985391 4.005402426464
3 12 2 522 319.677419354839 31 184.023289167677 11.4733971905979 572 170 3332 333.2 0.336 8 514 5448 340.5 0.55 8884 110 1130 226 0.114 "Prod" 249.817793612903 18.579253735328 0.605880882323253 "Min" 1.985391 4.84660065204361
7 12 2 126 229.058823529412 17 212.612004668506 11.3185456026661 504 258 344 172 0.088 8 118 1702 189.111 0.437 1204 166 1848 308 0.475 "Prod" 268.788267705882 8.87588661581404 0.501512923034224 "Min" 1.985391 2.74384994544203
11 12 2 62 257.076923076923 26 151.655553116216 11.5680025855883 452 242 3534 271.846 0.529 8 54 2420 242 0.362 6496 246 730 243.333 0.109 "Prod" 288.581488346154 14.4503797251752 0.585016402106125 "Min" 1.985391 3.98547574170675
15 12 2 370 254.363636363636 22 200.516271711531 11.2831951269202 412 158 1290 258 0.231 8 362 3272 272.667 0.585 596 106 1034 206.8 0.185 "Prod" 281.796369045455 12.5170374704569 0.588461747400807 "Min" 1.985391 3.25438282872233
19 12 2 422 261.428571428571 21 146.246584844213 11.2984504305832 476 166 2404 240.4 0.438 12 410 2408 301 0.439 664 286 678 226 0.123 "Prod" 330.668703 11.9236569524477 0.565376431606948 "Min" 1.985391 2.68542735828593
23 12 2 238 222.756756756757 37 222.003201167234 11.9459495418226 424 150 770 154 0.093 8 230 5954 238.16 0.722 1256 186 1518 216.857 0.184 "Prod" 184.619188783784 16.9025128325277 0.44086847947823 "Min" 1.985391 5.07006073060727
4 12 3 458 107.925925925926 27 103.388985912306 11.5866232622507 1068 142 448 112 0.154 8 450 1628 135.667 0.559 644 222 838 76.182 0.288 "Prod" 280.582422222222 10.2503172997156 0.425515525207125 "Clu" 3.249432 1.6477528545672
8 12 3 490 260 24 145.381330166746 11.3974006488907 540 142 2674 243.091 0.429 8 482 1874 267.714 0.3 864 358 1692 282 0.271 "Prod" 279.8131775 14.7790194258279 0.621917806066682 "Clu" 3.249432 3.38363433202547
12 12 3 482 201.846153846154 52 105.282648251916 11.7067321968286 536 274 2670 205.385 0.254 8 474 5350 198.148 0.51 836 134 2476 206.333 0.236 "Prod" 297.0346625 21.4048750625599 0.507477086834905 "Clu" 3.249432 5.08523744550154
16 12 3 478 290.977777777778 45 162.839019852123 11.9926276039845 1144 322 5800 362.5 0.443 8 470 6696 257.538 0.511 688 266 598 199.333 0.046 "Prod" 249.958594222222 23.9882588137331 0.611528092222939 "Clu" 3.249432 6.56842349079195
20 12 3 30 192.486486486486 37 149.795336829573 11.4896056920749 1152 22 942 134.571 0.132 8 22 5168 198.769 0.726 700 206 1012 253 0.142 "Prod" 245.859553513514 20.1306772803719 0.588795762506875 "Clu" 3.249432 4.93202651277974
24 12 3 450 250 41 180.977939959785 12.1792788818096 820 266 2928 292.8 0.286 8 442 7322 236.194 0.714 0 0 0 0 0 "Prod" 239.460843902439 20.2770450417912 0.529689631719913 "Clu" 3.249432 6.53499027118907
1 12 4 498 284.526315789474 57 172.491925590747 12.2471706245676 6408 310 1278 255.6 0.079 8 490 11158 286.103 0.688 548 138 3782 290.923 0.233 "Prod" 251.177584210526 29.567237903208 0.572827584805176 "Clu" 3.249432 6.43008585451936
5 12 4 106 335.4 20 217.541809399699 11.6556279491708 560 170 494 164.667 0.074 8 98 6214 365.529 0.926 0 0 0 0 0 "Prod" 258.079808 11.7085308981587 0.618884020679536 "Clu" 3.249432 3.44056203354785
9 12 4 366 288.909090909091 33 166.440467216557 11.4410417246431 9536 190 324 162 0.034 8 358 8736 312 0.916 612 254 474 158 0.05 "Prod" 268.19715969697 20.097676791485 0.634755800900123 "Clu" 3.249432 3.99099083930243
13 12 4 394 305.333333333333 30 196.081841547082 11.4078259499475 580 310 698 232.667 0.076 8 386 8216 316 0.897 6840 246 246 246 0.027 "Prod" 269.668097 15.5419549724204 0.543481642289412 "Clu" 3.249432 3.30233400191564
17 12 4 34 248.72 25 142.879005728874 11.2489584281385 2796 222 222 222 0.036 8 26 5162 271.684 0.83 468 242 834 166.8 0.134 "Prod" 271.3516728 12.3386623355636 0.495734099136299 "Clu" 3.249432 2.90897313030624
21 12 4 442 201.809523809524 21 184.28170247879 11.6677999252657 3412 146 146 146 0.034 8 434 2922 194.8 0.689 492 118 1170 234 0.276 "Prod" 274.043246666667 12.4080915692532 0.59171154129003 "Clu" 3.249432 2.93261190336745
25 12 4 498 279.575757575758 33 184.132735697737 11.3663004517084 696 214 468 234 0.051 8 490 8652 288.4 0.938 920 106 106 106 0.011 "Prod" 251.714063548387 15.2174666316738 0.472277891815772 "Clu" 3.249432 3.78896380123305
1 13 1 462 363.473684210526 19 199.471171658412 11.3896526178983 504 278 2464 410.667 0.357 8 454 4442 341.692 0.643 0 0 0 0 0 "Prod" 254.059175263158 12.9735477740474 0.635536406493974 "Min" 2.007319 3.11864862509342
5 13 1 414 334.923076923077 13 101.235937079859 10.780656998905 456 162 988 247 0.227 72 342 3366 374 0.773 0 0 0 0 0 "Prod" 261.776997692308 8.02104564053019 0.578367360848238 "Min" 2.007319 1.19574746839137
9 13 1 406 367.866666666667 15 132.532775751243 10.7635420916118 628 138 2206 315.143 0.4 8 398 3312 414 0.6 0 0 0 0 0 "Prod" 259.592751333333 8.47244958298385 0.553346724452172 "Min" 2.007319 2.09143720696949
13 13 1 486 330.363636363636 11 164.397050842146 10.7043009285006 540 178 554 184.667 0.152 8 478 3080 385 0.848 0 0 0 0 0 "Prod" 237.324242727273 6.64502003661995 0.54547346391687 "Min" 2.007319 1.75823856320512
17 13 1 438 255.263157894737 19 172.465076021788 11.3104047758377 488 170 1452 363 0.299 8 430 3196 228.286 0.659 3996 202 202 202 0.042 "Prod" 235.701021578947 11.3594701828253 0.594848137955918 "Min" 2.007319 3.12076764132224
21 13 1 470 277.333333333333 18 171.951946651922 11.3531888233216 516 118 2458 351.143 0.492 8 462 2534 230.364 0.508 0 0 0 0 0 "Prod" 264.656463333333 12.2126906978317 0.665774379828435 "Min" 2.007319 2.93019082463398
25 13 1 426 311.333333333333 18 114.266939031199 10.790878836133 464 334 3192 399 0.57 8 418 1770 252.857 0.316 3936 242 642 214 0.115 "Prod" 288.683754444444 11.0741913894169 0.62920957823777 "Min" 2.007319 0.987432279476465
2 13 2 390 338 20 168.605697349683 11.005042734201 424 182 2310 462 0.342 8 382 4450 296.667 0.658 0 0 0 0 0 "Prod" 239.441024 10.3345500128858 0.464500606551542 "Min" 2.007319 2.65285357152998
6 13 2 206 276 24 220.68368975424 11.2455345350397 5792 1022 1256 628 0.19 8 198 5368 244 0.81 0 0 0 0 0 "Prod" 237.684235 13.3441702462068 0.534476777800845 "Min" 2.007319 3.09110948004209
10 13 2 142 266.16 25 199.577824290392 11.7175382682078 416 198 1634 326.8 0.246 8 134 5020 251 0.754 0 0 0 0 0 "Prod" 262.1039252 14.6989991505461 0.606315062090988 "Min" 2.007319 4.14041321166033
14 13 2 414 216.044444444444 45 163.406321719814 11.6385197388055 460 130 1680 280 0.173 8 406 8042 206.205 0.827 0 0 0 0 0 "Prod" 265.028722045455 24.0185564673343 0.550639620102217 "Min" 2.007319 5.25265537913022
18 13 2 386 252.095238095238 21 175.198038621375 11.1802026963118 428 330 1188 297 0.224 8 378 4106 241.529 0.776 0 0 0 0 0 "Prod" 254.298354761905 11.8575942286996 0.540131279215076 "Min" 2.007319 3.00368555146397
22 13 2 166 210.631578947368 38 135.627869245224 11.6230069690838 2192 138 2586 235.091 0.323 8 158 5418 200.667 0.677 0 0 0 0 0 "Prod" 268.853753055556 21.2045426149744 0.594769650416508 "Min" 2.007319 4.66460676293691
3 13 3 426 254.315789473684 38 127.207845393541 11.4966735509825 696 438 3314 662.8 0.343 8 418 6350 192.424 0.657 0 0 0 0 0 "Prod" 230.774812894737 18.4122770674348 0.515555873302777 "Clu" 2.429788 5.25701212406546
7 13 3 438 300.25 16 166.836448961067 11.2967525883769 480 178 2332 388.667 0.485 32 406 2472 247.2 0.515 0 0 0 0 0 "Prod" 223.634354375 8.65987408873577 0.521278649411842 "Clu" 2.429788 2.33250148054183
11 13 3 418 230.47619047619 42 95.3021317310936 11.348698383857 784 1366 3760 313.333 0.388 8 410 5532 197.571 0.571 10532 122 388 194 0.04 "Prod" 246.954387857143 23.7326989431823 0.574012170674756 "Clu" 2.429788 2.92271639004167
15 13 3 190 171.565217391304 23 160.902948188155 11.4816320577537 644 170 790 158 0.2 8 182 3156 175.333 0.8 0 0 0 0 0 "Prod" 239.965960869565 11.6932939730817 0.491339577524325 "Clu" 2.429788 3.39767946465829
19 13 3 450 358.5 16 68.8886749857198 10.6509159501864 584 202 2374 474.8 0.414 8 442 3362 305.636 0.586 0 0 0 0 0 "Prod" 223.17842875 7.72415621775547 0.461089408732074 "Clu" 2.429788 1.55235294848479
23 13 3 114 238.4 30 140.568274916667 11.5958161791694 1788 302 302 302 0.042 8 106 6264 223.714 0.876 1176 586 586 586 0.082 "Prod" 245.502896566667 18.4916320432165 0.638364905016268 "Clu" 2.429788 4.48941348231058
4 13 4 374 176.666666666667 21 112.174222292261 11.2739907807468 584 162 162 162 0.044 8 366 3548 177.4 0.956 0 0 0 0 0 "Prod" 220.837236875 9.52473099540705 0.432348065900618 "Clu" 2.429788 3.38068007991143
8 13 4 442 241.529411764706 17 138.13003262126 11.0501129666642 1648 230 1334 190.571 0.325 8 434 2302 255.778 0.561 632 470 470 470 0.114 "Prod" 231.656936470588 10.2571268426893 0.60011928657332 "Clu" 2.429788 2.65484763493371
12 13 4 422 185.135135135135 74 140.338572309257 11.7380884782513 472 170 2822 217.077 0.206 8 414 10368 172.8 0.757 6040 510 510 510 0.037 "Prod" 228.115669402985 32.5904555711321 0.506900979250476 "Clu" 2.429788 7.22639300889166
16 13 4 458 298.410256410256 39 177.985889646678 12.0308192730347 508 266 1482 296.4 0.127 8 450 10156 298.706 0.873 0 0 0 0 0 "Prod" 215.876778 22.9455058128067 0.644190734436709 "Clu" 2.429788 6.50731110060049
20 13 4 474 205.888888888889 36 144.870429331826 11.8481591020892 512 182 1094 218.8 0.148 8 466 6318 203.806 0.852 0 0 0 0 0 "Prod" 246.488655277778 20.2062507606233 0.605438447339237 "Clu" 2.429788 4.80477746285232
24 13 4 410 206.266666666667 30 172.391917281391 12.0234602111744 448 134 134 134 0.022 8 402 6054 208.759 0.978 0 0 0 0 0 "Prod" 230.261627333333 16.3081116512663 0.568331532117456 "Clu" 2.429788 4.73970765711222
4 14 1 454 176.260869565217 23 175.946010009208 11.4862443521885 492 110 1058 151.143 0.261 8 446 1916 191.6 0.473 628 194 1080 180 0.266 "Prod" 233.395020869565 10.6817857195833 0.440599608661772 "Min" 3.012213 3.45550498485181
8 14 1 242 219.333333333333 27 140.186806190995 11.3946797622931 608 134 1672 209 0.282 8 234 3482 232.133 0.588 2232 318 768 192 0.13 "Prod" 263.514721074074 14.0135082928688 0.486535786011594 "Min" 3.012213 3.13183758781996
12 14 1 414 143.882352941176 51 133.133017607406 11.6297805278879 1716 90 992 124 0.135 8 406 4158 154 0.567 460 178 2188 136.75 0.298 "Prod" 246.253725686275 20.2013999591729 0.428763048254065 "Min" 3.012213 3.17394045979711
16 14 1 462 354.333333333333 36 142.765917936611 11.0916120977849 504 126 1034 344.667 0.081 8 454 10466 360.897 0.82 664 530 1256 314 0.098 "Prod" 261.559430833333 16.789736431046 0.464145925438915 "Min" 3.012213 2.05335448478616
20 14 1 294 228 14 116.285323450473 11.0057152282896 500 114 592 148 0.185 8 286 1218 174 0.382 648 250 1382 460.667 0.433 "Prod" 274.240589285714 7.79224026507413 0.48922189980611 "Min" 3.012213 2.369534150567
24 14 1 430 281.142857142857 14 265.182905271959 11.3523736454711 8 422 992 248 0.252 476 210 2790 310 0.709 728 154 154 154 0.039 "Prod" 179.944165833333 5.60994072837058 0.321827342390441 "Min" 3.012213 2.46635348552238
1 14 2 462 254.761904761905 21 244.515886371514 11.6789303929633 2328 702 1028 514 0.192 8 454 3288 234.857 0.615 512 190 1034 206.8 0.193 "Prod" 233.646334761905 10.7405866430485 0.487585194412692 "Min" 3.012213 3.42375056484652
5 14 2 550 291.555555555556 18 274.00924464049 11.5100338347025 608 274 836 418 0.159 8 542 4412 275.75 0.841 0 0 0 0 0 "Prod" 218.821513888889 9.24105645160927 0.468744819057084 "Min" 3.012213 2.93342191702971
9 14 2 394 270.6 20 199.732165833415 11.4989907064833 8 386 386 386 0.071 812 178 2750 211.538 0.508 436 126 2276 379.333 0.421 "Prod" 233.050438 9.40362281984205 0.420903161209361 "Min" 3.012213 2.84823923116123
13 14 2 38 231.2 20 256.631702062754 11.5381022291436 2024 218 432 216 0.093 8 30 3038 233.692 0.657 496 194 1154 230.8 0.25 "Prod" 247.448671 10.8458385063923 0.494586467941807 "Min" 3.012213 3.20581921602424
17 14 2 402 237.130434782609 23 221.356996665747 11.4098579279299 0 0 0 0 0 12 390 3906 260.4 0.716 460 142 1548 193.5 0.284 "Prod" 247.836635217391 7.43793003566583 0.292998213612873 "Min" 3.012213 2.94085286281528
21 14 2 454 204.171428571429 35 232.530221022579 11.7626239620871 500 174 2056 205.6 0.288 8 446 3940 197 0.551 1064 282 1150 230 0.161 "Prod" 234.047245057143 17.6485655532246 0.490876605262181 "Min" 3.012213 4.11664427954379
25 14 2 110 239.025641025641 39 256.722669209489 11.4952191777475 524 106 612 153 0.066 8 102 7828 260.933 0.84 1692 242 882 176.4 0.095 "Prod" 246.963595384615 19.1578411517473 0.496630281294119 "Min" 3.012213 4.2539843170979
2 14 3 198 240.166666666667 24 123.549575983233 11.4890855466276 484 58 658 219.333 0.114 8 190 2620 218.333 0.455 568 122 2486 276.222 0.431 "Prod" 251.757235 11.9740144768264 0.482772867934197 "Clu" 3.78933 3.15849121577336
6 14 3 486 219.157894736842 38 142.675534832018 11.5441343785146 560 50 850 170 0.102 8 478 6016 231.385 0.722 736 82 1462 208.857 0.176 "Prod" 248.853083157895 21.4375224015294 0.589283537970489 "Clu" 3.78933 4.01354526552964
10 14 3 434 317.833333333333 24 157.577137864689 11.896963005232 488 126 484 242 0.063 8 426 6276 313.8 0.823 632 206 868 434 0.114 "Prod" 252.75728125 13.3536921022377 0.529156714006564 "Clu" 3.78933 3.92191420043982
14 14 3 478 252.612244897959 49 112.063266780605 11.5617023535551 1500 298 3260 271.667 0.263 8 470 7874 238.606 0.636 520 154 1244 311 0.101 "Prod" 263.873222244898 22.3603928272377 0.526021330885315 "Clu" 3.78933 2.06450443816274
18 14 3 410 279.230769230769 26 192.204336552917 11.7544448769647 4848 138 544 272 0.075 8 402 5632 281.6 0.776 460 386 1084 271 0.149 "Prod" 235.191116153846 12.3478313099616 0.466402276831302 "Clu" 3.78933 3.0599305119624
22 14 3 246 209.024390243902 41 133.245651812099 11.3675362060149 532 86 1374 196.286 0.16 12 234 5554 205.704 0.648 644 218 1642 234.571 0.192 "Prod" 240.250434634146 22.408942260185 0.564242820869537 "Clu" 3.78933 3.40086837201365
3 14 4 294 253.567567567568 37 172.277204561926 11.9962836767405 1524 206 1014 202.8 0.108 8 286 6818 272.72 0.727 560 114 1550 221.429 0.165 "Prod" 268.119058108108 21.0200494796512 0.621757949905729 "Clu" 3.78933 5.53267747807526
7 14 4 154 285.090909090909 22 238.263612699784 11.1439880803658 0 0 0 0 0 8 146 5728 286.4 0.913 2096 282 544 272 0.087 "Prod" 206.455335238095 9.24228851549034 0.380822392143865 "Clu" 3.78933 2.96566595899616
11 14 4 218 295.6 15 244.06237500919 11.5969741255546 2804 434 434 434 0.098 8 210 3242 294.727 0.731 2312 282 758 252.667 0.171 "Prod" 242.687862666667 8.90620703543856 0.564989730995118 "Clu" 3.78933 2.45509577490122
15 14 4 438 207.176470588235 17 241.502183707637 11.5471489852236 472 118 480 120 0.136 8 430 2486 226 0.706 1340 358 556 278 0.158 "Prod" 219.08333 10.9020525275049 0.629810005770676 "Clu" 3.78933 2.69161235031294
19 14 4 502 249.428571428571 35 257.303665281473 12.0999791540106 4628 350 512 256 0.059 8 494 7154 246.69 0.819 2264 442 1064 266 0.122 "Prod" 259.172507714286 20.358407695247 0.616962656184711 "Clu" 3.78933 5.00129376225666
23 14 4 154 330.363636363636 22 176.933645762271 11.3954742604748 1104 114 1672 418 0.23 8 146 5254 309.059 0.723 7876 342 342 342 0.047 "Prod" 210.611713181818 10.2882453903639 0.471019502346048 "Clu" 3.78933 3.45208292091706
3 15 1 410 226.470588235294 34 140.154765595565 11.3593474893511 440 198 1872 234 0.243 8 402 5066 220.261 0.658 1364 166 762 254 0.099 "Prod" 312.274234852941 18.3981431137619 0.583691713089183 "Min" 3.083888 2.13637011997389
7 15 1 30 297.6 10 165.674729500092 10.8963248679479 504 306 1458 486 0.49 8 22 1518 216.857 0.51 0 0 0 0 0 "Prod" 245.6155142 5.99024157736303 0.5172510650558 "Min" 3.083888 1.67279266243972
11 15 1 386 300.222222222222 18 199.025151655916 11.5777907526296 1032 398 984 492 0.182 8 378 3998 266.533 0.74 3404 422 422 422 0.078 "Prod" 197.560538833333 9.64285460700353 0.483958898411366 "Min" 3.083888 2.96518472079821
15 15 1 418 254.857142857143 14 83.5533020701832 10.8391269389678 452 226 776 194 0.217 8 410 2072 259 0.581 3556 578 720 360 0.202 "Prod" 264.002404928571 7.25246852330172 0.475865979011533 "Min" 3.083888 1.56334066266645
19 15 1 374 294.75 16 226.29827502888 11.3371436754057 2476 106 1180 295 0.25 8 366 2234 248.222 0.474 408 422 1302 434 0.276 "Prod" 275.5952505625 9.09554213716331 0.53181197575704 "Min" 3.083888 2.29234022466207
23 15 1 366 294.210526315789 19 227.160763291519 11.4684632112176 1012 310 748 374 0.134 8 358 2860 238.333 0.512 396 590 1982 396.4 0.355 "Prod" 214.503890631579 10.997504895447 0.555651845700834 "Min" 3.083888 3.0454978541345
4 15 2 362 131.777777777778 27 67.4470597406667 11.0437524032483 396 150 290 96.667 0.082 40 322 3268 136.167 0.918 0 0 0 0 0 "Prod" 302.005781111111 9.3265638210687 0.351328245305307 "Min" 3.083888 2.40629664095813
8 15 2 426 274 20 152.065451506154 11.3830061463949 1916 110 2192 274 0.4 8 418 3288 274 0.6 0 0 0 0 0 "Prod" 273.44422745 8.97636527836285 0.440387016639058 "Min" 3.083888 3.13539690254448
12 15 2 430 195.910447761194 67 120.057780992115 11.8126140421483 732 78 736 184 0.056 8 422 10020 192.692 0.763 464 98 2370 215.455 0.181 "Prod" 273.25556546875 34.2850527981032 0.56811623037033 "Min" 3.083888 6.26563607134379
16 15 2 362 347.090909090909 44 82.7044701363578 11.2304025773005 400 322 1412 235.333 0.092 8 354 13432 373.111 0.88 3168 90 428 214 0.028 "Prod" 273.289990977273 12.990907990094 0.344684292240623 "Min" 3.083888 3.31858099258797
20 15 2 462 249.578947368421 19 106.671452664576 11.244632422745 496 226 658 219.333 0.139 16 446 3806 253.733 0.803 1772 278 278 278 0.059 "Prod" 317.800417894737 8.97685511015627 0.4352018876972 "Min" 3.083888 2.41269601253247
24 15 2 386 219.714285714286 21 171.290597198436 11.8999998591029 416 170 412 206 0.089 8 378 4202 221.158 0.911 0 0 0 0 0 "Prod" 255.6339836 11.3853375804235 0.51743936515648 "Min" 3.083888 3.69953022828357
1 15 3 150 265.897435897436 39 174.409527248981 11.7883584962087 484 250 3070 279.091 0.296 8 142 6934 256.815 0.669 5960 366 366 366 0.035 "Prod" 279.006638717949 22.1407459863303 0.646397220048927 "Clu" 3.820979 4.53639356733819
5 15 3 462 344.25 16 147.387424970316 10.9876050947314 496 666 3504 350.4 0.636 132 330 2004 334 0.364 0 0 0 0 0 "Prod" 293.387211875 8.1874366257174 0.463272054798236 "Clu" 3.820979 1.9822600917261
9 15 3 414 306 19 155.824696511765 11.214354826751 452 102 1106 221.2 0.19 8 406 1432 238.667 0.246 572 570 3276 409.5 0.563 "Prod" 301.579418421053 10.0476006045427 0.514354963759843 "Clu" 3.820979 2.60669197435269
13 15 3 482 242.333333333333 12 182.700732941068 11.2823940989538 524 426 1358 194 0.467 8 474 1550 310 0.533 0 0 0 0 0 "Prod" 281.4951275 7.07337204672981 0.572009350802305 "Clu" 3.820979 2.1140172733049
17 15 3 382 347.428571428571 14 156.851085466095 10.5531429667622 424 182 3122 446 0.642 8 374 1134 226.8 0.233 1328 170 608 304 0.125 "Prod" 301.46836 7.25554067848852 0.421015473693915 "Clu" 3.820979 0.180645156274455
21 15 3 446 257.851851851852 27 183.734420400743 11.4066789775063 484 210 1600 266.667 0.23 8 438 3050 203.333 0.438 704 30 2312 385.333 0.332 "Prod" 256.558897037037 17.1081669808949 0.638941263966311 "Clu" 3.820979 2.20689011097621
25 15 3 442 430.666666666667 6 205.488509491543 10.5410297232181 480 758 1122 374 0.434 8 434 1008 504 0.39 2332 454 454 454 0.176 "Prod" 282.692905 3.29830295849952 0.431147205816007 "Clu" 3.820979 0.821019111248459
2 15 4 410 329.230769230769 26 121.470068923802 11.2758223954319 3940 214 344 172 0.04 8 402 5652 282.6 0.66 444 454 2564 641 0.3 "Prod" 290.593811923077 14.1093739035903 0.532835563841584 "Clu" 3.820979 2.59800425877879
6 15 4 442 286.4 40 100.830940093644 11.5987917486102 476 318 790 263.333 0.069 8 434 10666 288.27 0.931 0 0 0 0 0 "Prod" 229.037751 13.2650270955337 0.387271730594421 "Clu" 3.820979 4.2506074531331
10 15 4 102 244.857142857143 28 132.912115426322 11.6695507321262 424 70 1898 271.143 0.277 8 94 4958 236.095 0.723 0 0 0 0 0 "Prod" 252.311259107143 13.6690769131179 0.496392709308443 "Clu" 3.820979 4.12712342275825
14 15 4 430 219.153846153846 52 111.497793094711 11.8225213758362 464 278 1172 195.333 0.103 8 422 9452 214.818 0.829 1944 210 772 386 0.068 "Prod" 267.735275384615 25.5282236238548 0.571264202193632 "Clu" 3.820979 6.73443380939331
18 15 4 390 283.828571428571 35 160.982273552951 11.6329816499654 428 198 1480 246.667 0.149 8 382 6854 298 0.69 2408 342 1600 266.667 0.161 "Prod" 282.789841714286 20.1930414811786 0.623755367394056 "Clu" 3.820979 3.80075082391761
22 15 4 266 206.454545454545 44 158.936595641218 11.7612351939456 428 134 1552 194 0.171 16 250 7010 200.286 0.772 4424 522 522 522 0.057 "Prod" 282.820945681818 22.4613475233786 0.550788239999856 "Clu" 3.820979 5.56610616197284
2 16 1 478 280.47619047619 21 149.353090032285 11.0114955509002 1464 146 1798 599.333 0.305 8 470 1828 228.5 0.31 696 146 2264 226.4 0.384 "Prod" 283.096858571429 11.9766538176118 0.525087105517611 "Min" 3.095702 0.606373581671801
6 16 1 30 236.666666666667 18 208.592822985494 11.2075024026028 520 70 1020 255 0.239 8 22 1862 206.889 0.437 1492 226 1378 275.6 0.323 "Prod" 264.106738222222 10.7855263265219 0.589533536437727 "Min" 3.095702 1.86979920946708
10 16 1 146 369.5 16 167.740311746266 11.2300301011628 1956 78 1512 378 0.256 8 138 3980 398 0.673 708 234 420 210 0.071 "Prod" 243.0160390625 8.6088086107292 0.529812788549543 "Min" 3.095702 2.61012145455265
14 16 1 498 268.933333333333 45 91.7869244778515 11.4325416704334 536 202 1816 227 0.15 8 490 6490 240.37 0.536 992 178 3796 379.6 0.314 "Prod" 290.973766511111 20.0363784109147 0.522198329684376 "Min" 3.095702 3.0364612238835
18 16 1 382 297.272727272727 22 139.71833970235 11.0920330949103 1292 322 388 194 0.059 8 374 3146 286 0.481 428 218 3006 334 0.46 "Prod" 332.96743 11.6790654097383 0.513283345590365 "Min" 3.095702 0.551067118563145
22 16 1 406 207.052631578947 19 178.99890260036 11.1938174660507 0 0 0 0 0 228 178 3386 225.733 0.861 616 162 548 137 0.139 "Prod" 279.176965789474 9.08821710652695 0.435312467476021 "Min" 3.095702 2.83770558494612
3 16 2 478 248.941176470588 34 204.534203901771 11.4518558296283 516 122 932 233 0.11 8 470 6572 252.769 0.776 1680 194 960 240 0.113 "Prod" 287.389885147059 22.1433011553357 0.663453325388703 "Min" 3.095702 2.73887356921586
7 16 2 198 283.647058823529 17 165.974692485162 11.1557204741692 644 174 626 208.667 0.13 24 174 3388 282.333 0.703 1140 374 808 404 0.168 "Prod" 265.744522117647 10.2802653113457 0.584034094572015 "Min" 3.095702 1.67163937821178
11 16 2 402 228.608695652174 23 186.692944196648 11.4921888404837 1088 362 1192 298 0.227 8 394 4066 214 0.773 0 0 0 0 0 "Prod" 264.269941565217 13.7889221357264 0.590498940410312 "Min" 3.095702 3.36249285844104
15 16 2 410 259.25 16 202.063585609536 10.8458401396441 4400 302 302 302 0.073 8 402 3508 250.571 0.846 4740 338 338 338 0.081 "Prod" 267.321304375 7.80889921852331 0.474787870718291 "Min" 3.095702 1.8683395886024
19 16 2 414 334.285714285714 28 141.528977577587 11.5351488090135 1044 262 834 278 0.089 8 406 8116 338.167 0.867 3392 410 410 410 0.044 "Prod" 269.98011175 15.0272516688525 0.575661702179127 "Min" 3.095702 4.19297679953871
23 16 2 194 263.888888888889 36 185.855432396655 11.4060734171861 5820 234 1494 213.429 0.157 8 186 7546 279.481 0.794 4980 286 460 230 0.048 "Prod" 252.971257666667 18.439842390265 0.528577272909372 "Min" 3.095702 2.87200201974682
4 16 3 454 229.529411764706 17 138.805373981947 11.3788057617551 492 170 656 328 0.168 8 446 2642 203.231 0.677 1352 494 604 302 0.155 "Prod" 269.833306470588 10.3602376386131 0.63656324715953 "Clu" 4.092481 2.0771982972026
8 16 3 442 203.12 25 143.661789175171 11.1281358094219 484 138 560 140 0.11 132 310 3454 203.176 0.68 1816 230 1064 266 0.21 "Prod" 257.3829028 15.643899801419 0.644316647824537 "Clu" 4.092481 3.25299509856857
12 16 3 70 179.666666666667 36 146.136311358543 11.7191736321217 4648 162 362 120.667 0.056 8 62 5310 196.667 0.821 512 170 796 132.667 0.123 "Prod" 264.730888 18.8035489351705 0.581763011371673 "Clu" 4.092481 2.15074386463041
16 16 3 462 383.565217391304 23 115.273206854816 11.1365181976864 508 182 2102 300.286 0.238 8 454 5492 392.286 0.623 2020 290 1228 614 0.139 "Prod" 263.23775173913 13.6599381045377 0.603894356966618 "Clu" 4.092481 2.81085967978963
20 16 3 474 240.769230769231 13 126.565710024332 11.3397032966813 1796 190 256 128 0.082 16 458 2330 258.889 0.744 516 258 544 272 0.174 "Prod" 253.622883846154 7.31507811989512 0.561154897099862 "Clu" 4.092481 2.19306961954897
24 16 3 418 225.538461538462 26 219.61917731334 12.1024264368211 0 0 0 0 0 8 410 5532 230.5 0.943 456 170 332 166 0.057 "Prod" 250.3963308 14.1168614258534 0.587507687178397 "Clu" 4.092481 4.02308397294942
1 16 4 486 257.8 60 167.619244079449 12.1642334249395 2936 378 378 378 0.024 8 478 14676 253.034 0.949 1324 414 414 414 0.027 "Prod" 244.42519 31.5985526695236 0.606633217886414 "Clu" 4.092481 8.06893422343035
